No,Nama Destinasi,Provinsi,Kategori,Rating,Jumlah pengujung/bulan,Harga Tiket Masuk (IDR),Fasilitas Utama,Latitude,Longitude,Link Gambar
910,Pasar Tradisional / Seni Cirebon,Jawa Barat,Belanja & Budaya,4.3,1224,0,"Kios Dagang, Toilet, Area Parkir, Mushola, Tempat Sampah",-4.88295,100.83973,https://www.kompas.id/artikel/pasar-kanoman-dan-keraton-kanoman-tak-lekang-oleh-waktu
911,Pasar Tradisional / Seni Indramayu,Jawa Barat,Belanja & Budaya,4.2,13819,0,"Kios Dagang, Toilet, Area Parkir, Mushola, Tempat Sampah",0.68104,131.61497,https://www.google.com/imgres?q=Pasar%20Tradisional%20%2F%20Seni%20Indramayu&imgurl=https%3A%2F%2Fmin.co.id%2Fwp-content%2Fuploads%2F2026%2F06%2Fimage-1-1.jpg&imgrefurl=https%3A%2F%2Fmin.co.id%2F2026%2F06%2F10%2Fcahaya-kecil-dari-pasar-mambo-pentas-seni-pelajar-sd-hidupkan-malam-budaya-indramayu%2F&docid=35qWIPDIUcDpsM&tbnid=MXREp5yc8lcaGM&vet=12ahUKEwjTpYODns2VAxVA8DgGHSTUA0wQnPAOegQIdBAA..i&w=1080&h=778&hcb=2&ved=2ahUKEwjTpYODns2VAxVA8DgGHSTUA0wQnPAOegQIdBAA
912,Pasar Tradisional / Seni Majalengka,Jawa Barat,Belanja & Budaya,4.7,5208,0,"Kios Dagang, Toilet, Area Parkir, Mushola, Tempat Sampah",-2.04949,107.81591,https://www.google.com/imgres?q=Pasar%20Tradisional%20%2F%20Seni%20Majalengka&imgurl=https%3A%2F%2Fimages.bisnis.com%2Fphotos%2F2025%2F09%2F28%2F222696%2Fantarafoto-pasar-bumi-pakuwon-majalengka-1758978783.jpg&imgrefurl=https%3A%2F%2Ffoto.bisnis.com%2Fview%2F20250928%2F1915322%2Fpasar-bumi-pakuwon-majalengka-padukan-budaya-kuliner-dan-wisata-alam&docid=nPRx_YuAAmNl6M&tbnid=rge8xBnzCwwBPM&vet=12ahUKEwjezpCPns2VAxVZzzgGHXZdKKQQnPAOegQINBAA..i&w=1000&h=667&hcb=2&ved=2ahUKEwjezpCPns2VAxVZzzgGHXZdKKQQnPAOegQINBAA
913,Pasar Tradisional / Seni Kuningan,Jawa Barat,Belanja & Budaya,4.7,7283,0,"Kios Dagang, Toilet, Area Parkir, Mushola, Tempat Sampah",-7.02745,120.6805,https://www.google.com/imgres?q=Pasar%20Tradisional%20%2F%20Seni%20Kuningan&imgurl=https%3A%2F%2Fcdn.antaranews.com%2Fcache%2F730x487%2F2017%2F04%2F20170413Pasar-Tradisional-Padat-Pengunjung-130417.jpg&imgrefurl=https%3A%2F%2Fbali.antaranews.com%2Ffoto%2F121733%2Fpasar-tradisional-jelang-hari-kuningan&docid=8Zbfuni61GeD8M&tbnid=u3YXUzu19AVilM&vet=12ahUKEwjp7uyYns2VAxWr1jgGHYA9DMsQnPAOegQIRxAA..i&w=730&h=487&hcb=2&ved=2ahUKEwjp7uyYns2VAxWr1jgGHYA9DMsQnPAOegQIRxAA
914,Pasar Tradisional / Seni Purwakarta,Jawa Barat,Belanja & Budaya,4.9,13846,0,"Kios Dagang, Toilet, Area Parkir, Mushola, Tempat Sampah",-5.3578,134.96332,https://www.google.com/imgres?q=Pasar%20Tradisional%20%2F%20Seni%20Purwakarta&imgurl=https%3A%2F%2Flookaside.instagram.com%2Fseo%2Fgoogle_widget%2Fcrawler%2F%3Fmedia_id%3D3920784217452414373&imgrefurl=https%3A%2F%2Fwww.instagram.com%2Freel%2FDZbSeRhzIiQ%2F&docid=AkbCezDyK6raZM&tbnid=lIWVZerXDCvmHM&vet=12ahUKEwiI6Jqrns2VAxUHzTgGHVENMqkQnPAOegQIPhAA..i&w=414&h=738&hcb=2&itg=1&ved=2ahUKEwiI6Jqrns2VAxUHzTgGHVENMqkQnPAOegQIPhAA
915,Pasar Tradisional / Seni Karawang,Jawa Barat,Belanja & Budaya,4.4,3048,0,"Kios Dagang, Toilet, Area Parkir, Mushola, Tempat Sampah",0.19911,125.33685,https://www.google.com/imgres?q=Pasar%20Tradisional%20%2F%20Seni%20Karawang&imgurl=https%3A%2F%2Fcdn.antaranews.com%2Fcache%2F1200x800%2F2025%2F12%2F19%2FIMG_20251219_201930.jpg&imgrefurl=https%3A%2F%2Fmegapolitan.antaranews.com%2Fberita%2F473377%2Fpemkab-karawang-gelar-bazar-umkm-mulai-20-31-desember-2025&docid=MlBL1pIAsQ1biM&tbnid=ru8wxFE-G3TVYM&vet=12ahUKEwi8zfq1ns2VAxUv3TgGHQI6EDAQnPAOegQINRAA..i&w=1200&h=800&hcb=2&ved=2ahUKEwi8zfq1ns2VAxUv3TgGHQI6EDAQnPAOegQINRAA
916,Pasar Tradisional / Seni Subang,Jawa Barat,Belanja & Budaya,4.3,7233,0,"Kios Dagang, Toilet, Area Parkir, Mushola, Tempat Sampah",-7.08643,120.38423,https://www.google.com/imgres?q=Pasar%20Tradisional%20%2F%20Seni%20Subang&imgurl=https%3A%2F%2Flookaside.instagram.com%2Fseo%2Fgoogle_widget%2Fcrawler%2F%3Fmedia_id%3D3803132725550112549&imgrefurl=https%3A%2F%2Fwww.instagram.com%2Freel%2FDTHcRBkE98l%2F&docid=LRiy6k6TCtnauM&tbnid=p64h79-j4su6KM&vet=12ahUKEwjh0fHTns2VAxUw-DgGHVh9DRoQnPAOegQIchAA..i&w=1290&h=2292&hcb=2&ved=2ahUKEwjh0fHTns2VAxUw-DgGHVh9DRoQnPAOegQIchAA
917,Pasar Tradisional / Seni Sumedang,Jawa Barat,Belanja & Budaya,4.7,13941,0,"Kios Dagang, Toilet, Area Parkir, Mushola, Tempat Sampah",2.21448,111.62202,https://www.google.com/imgres?q=Pasar%20Tradisional%20%2F%20Seni%20Sumedang&imgurl=https%3A%2F%2Fassets.pikiran-rakyat.com%2Fcrop%2F0x0%3A0x0%2F1200x675%2Fphoto%2F2025%2F03%2F30%2F2108499127.jpeg&imgrefurl=https%3A%2F%2Fkabarsumedang.pikiran-rakyat.com%2Fekonomi-bisnis%2Fpr-3249201616%2Fjelang-lebaran-warga-sumedang-penuhi-pasar-tradisional&docid=GdDBWRj_T3mODM&tbnid=VdK_YXzHLQi6fM&vet=12ahUKEwiH5K3mns2VAxXQ6jgGHeYHH44QnPAOegQIfhAA..i&w=1200&h=675&hcb=2&ved=2ahUKEwiH5K3mns2VAxXQ6jgGHeYHH44QnPAOegQIfhAA
918,Pasar Tradisional / Seni Pangandaran,Jawa Barat,Belanja & Budaya,4.3,13607,0,"Kios Dagang, Toilet, Area Parkir, Mushola, Tempat Sampah",-2.05824,111.98608,https://www.google.com/imgres?q=Pasar%20Tradisional%20%2F%20Seni%20Pangandaran&imgurl=https%3A%2F%2Fwww.mypangandaran.com%2Fgambar%2Fplace%2Fplace-pasar-pangandaran-126-l.jpg&imgrefurl=https%3A%2F%2Fwww.mypangandaran.com%2Fplace%2Fpasar-pangandaran&docid=cJI6QPJ_5fhcVM&tbnid=GMf6PN7rs_qO6M&vet=12ahUKEwjstvLw0M6VAxUZ3TgGHe8ACZcQnPAOegQIPhAA..i&w=800&h=500&hcb=2&ved=2ahUKEwjstvLw0M6VAxUZ3TgGHe8ACZcQnPAOegQIPhAA
919,Pasar Tradisional / Seni Tangerang,Banten,Belanja & Budaya,4.8,10765,0,"Kios Dagang, Toilet, Area Parkir, Mushola, Tempat Sampah",-2.23296,126.11845,https://th.bing.com/th/id/OIP.u0Q0FA2KWDEn51COBvtySgHaFj?w=245&h=184&c=7&r=0&o=7&dpr=1.3&pid=1.7&rm=3
920,Pasar Tradisional / Seni Tangerang Selatan,Banten,Belanja & Budaya,4.8,2828,0,"Kios Dagang, Toilet, Area Parkir, Mushola, Tempat Sampah",-0.89111,139.75385,https://th.bing.com/th/id/OIP.dZnzILagLaSyAJOTj6zjOAHaEH?w=326&h=181&c=7&r=0&o=7&dpr=1.3&pid=1.7&rm=3
921,Pasar Tradisional / Seni Serang,Banten,Belanja & Budaya,4.4,2917,0,"Kios Dagang, Toilet, Area Parkir, Mushola, Tempat Sampah",1.89617,125.79725,https://zetizens.id/16/02/2024/yuk-intip-wajah-baru-pasar-lama-kota-serang/
922,Pasar Tradisional / Seni Cilegon,Banten,Belanja & Budaya,4.7,5234,0,"Kios Dagang, Toilet, Area Parkir, Mushola, Tempat Sampah",-3.82629,121.4269,https://th.bing.com/th/id/OIP.5JUmdVfko3QnsylvT1UF7wHaEI?w=302&h=180&c=7&r=0&o=7&dpr=1.3&pid=1.7&rm=3
923,Pasar Tradisional / Seni Pandeglang,Banten,Belanja & Budaya,4.7,7988,0,"Kios Dagang, Toilet, Area Parkir, Mushola, Tempat Sampah",0.13619,128.68732,https://www.google.com/imgres?q=Pasar%20Tradisional%20%2F%20Seni%20Pandeglang&imgurl=https%3A%2F%2Fi0.wp.com%2Fwww.radarbanten.co.id%2Fwp-content%2Fuploads%2F2025%2F02%2FIMG-20250213-WA0098.jpg&imgrefurl=https%3A%2F%2Fwww.radarbanten.co.id%2F2025%2F02%2F13%2F5-pasar-tradisional-di-pandeglang-masih-bertahan-tapi-pengunjung-makin-sepi%2F&docid=LszyURSAYZaoiM&tbnid=W3npV-TkowD0yM&vet=12ahUKEwjnh4De-M6VAxW_nmMGHV0QIT0QnPAOegQIRxAA..i&w=720&h=383&hcb=2&ved=2ahUKEwjnh4De-M6VAxW_nmMGHV0QIT0QnPAOegQIRxAA
924,Pasar Tradisional / Seni Lebak,Banten,Belanja & Budaya,4.1,3026,0,"Kios Dagang, Toilet, Area Parkir, Mushola, Tempat Sampah",-1.21122,117.53864,https://rri.co.id/banten/ekonomi/bisnis/2469606/pemkab-lebak-kembangkan-pasar-tradisional-bantu-petani
925,Pasar Tradisional / Seni Semarang,Jawa Tengah,Belanja & Budaya,4.8,4744,0,"Kios Dagang, Toilet, Area Parkir, Mushola, Tempat Sampah",-4.79566,100.52598,https://penelitianpariwisata.id/pasar-johar-pasar-tradisional-terbesar-di-semarang/
926,Pasar Tradisional / Seni Salatiga,Jawa Tengah,Belanja & Budaya,4.5,10093,0,"Kios Dagang, Toilet, Area Parkir, Mushola, Tempat Sampah",2.54356,121.61647,https://www.google.com/imgres?q=Pasar%20Tradisional%20%2F%20Seni%20Salatiga%20FOTO&imgurl=https%3A%2F%2Fcdn1-production-images-kly.akamaized.net%2F3XWIbBtkKztAgvria-Wo6piyvC0%3D%2F1200x675%2Fsmart%2Ffilters%3Aquality(75)%3Astrip_icc()%3Aformat(webp)%2Fkly-media-production%2Fmedias%2F3114390%2Foriginal%2F031635900_1588064951-FB_IMG_1588063699231.jpg&imgrefurl=https%3A%2F%2Fwww.liputan6.com%2Fhot%2Fread%2F4239945%2Fviral-ini-6-potret-pasar-pagi-salatiga-yang-terapkan-physical-distancing&docid=o3i440KEMYFpnM&tbnid=sVeLed59LQ7IXM&vet=12ahUKEwj8k56B986VAxUSRmwGHVzHEsQQnPAOegQIcBAA..i&w=1200&h=675&hcb=2&ved=2ahUKEwj8k56B986VAxUSRmwGHVzHEsQQnPAOegQIcBAA
927,Pasar Tradisional / Seni Magelang,Jawa Tengah,Belanja & Budaya,4.7,13977,0,"Kios Dagang, Toilet, Area Parkir, Mushola, Tempat Sampah",1.56911,138.22026,https://traditionalshoppingindonesia.id/pasar-borobudur/
928,Pasar Tradisional / Seni Surakarta,Jawa Tengah,Belanja & Budaya,4.3,11231,0,"Kios Dagang, Toilet, Area Parkir, Mushola, Tempat Sampah",-0.09858,105.36272,https://www.google.com/imgres?q=Pasar%20Tradisional%20%2F%20Seni%20Surakarta%20%20FOTO&imgurl=https%3A%2F%2Fbersukaria.com%2Ffiles%2Fuploads%2F2021%2F05%2FPasar-Tradisional-3.jpg&imgrefurl=https%3A%2F%2Fbersukaria.com%2F2021%2F05%2F24%2Ftravelling-ke-surakarta-4-pasar-tradisional-ini-wajib-kamu-kunjungi%2F&docid=GfW7nBCaOFaLpM&tbnid=2q8LlHQ4oLEEsM&vet=12ahUKEwj3spzu986VAxUqXmwGHdiuDsYQnPAOegQIOxAA..i&w=650&h=429&hcb=2&ved=2ahUKEwj3spzu986VAxUqXmwGHdiuDsYQnPAOegQIOxAA
929,Pasar Tradisional / Seni Tegal,Jawa Tengah,Belanja & Budaya,4.8,1009,0,"Kios Dagang, Toilet, Area Parkir, Mushola, Tempat Sampah",2.20698,126.98021,https://www.google.com/imgres?q=Pasar%20Tradisional%20%2F%20Seni%20Kudus%20FOTO&imgurl=https%3A%2F%2Fcdn.antaranews.com%2Fcache%2F1200x800%2F2021%2F04%2F08%2Fpasar-baru-Kudus-dua.jpg&imgrefurl=https%3A%2F%2Fjateng.antaranews.com%2Fberita%2F375278%2F5-pasar-tradisional-di-kudus-bakal-diterapkan-e-retribusi&docid=RgqIuc6nRv5H6M&tbnid=jc9G73zmcV3HmM&vet=12ahUKEwiEmPuB-M6VAxUgbmwGHS1pFKIQnPAOegQIQxAA..i&w=1200&h=800&hcb=2&ved=2ahUKEwiEmPuB-M6VAxUgbmwGHS1pFKIQnPAOegQIQxAA
930,Pasar Tradisional / Seni Pekalongan,Jawa Tengah,Belanja & Budaya,4.4,1260,0,"Kios Dagang, Toilet, Area Parkir, Mushola, Tempat Sampah",2.40753,106.43921,https://radarpekalongan.disway.id/pekalongan/read/101928/sejarah-pasar-batik-setono-pekalongan-surga-belanja-kain-tradisional-khas-dari-sentra-produksi-langsung
931,Pasar Tradisional / Seni Brebes,Jawa Tengah,Belanja & Budaya,4,7038,0,"Kios Dagang, Toilet, Area Parkir, Mushola, Tempat Sampah",0.50036,120.50476,https://www.google.com/imgres?q=Pasar%20Tradisional%20%2F%20Seni%20Brebes%20FOTO&imgurl=https%3A%2F%2Fcdn.medcom.id%2Fdynamic%2Fcontent%2F2016%2F05%2F02%2F522355%2FM2rkUnJxI2.jpg%3Fw%3D1024&imgrefurl=https%3A%2F%2Fnusantara.medcom.id%2Fjawa-tengah%2Fperistiwa%2FGbmAw1yb-harga-sewa-tinggi-pedagang-pasar-induk-brebes-jualan-di-luar&docid=UND3AwkursMBPM&tbnid=Gllgy9tlmlE6pM&vet=12ahUKEwjI8_ym-M6VAxWOSmwGHfvUEAkQnPAOegQIORAA..i&w=907&h=680&hcb=2&ved=2ahUKEwjI8_ym-M6VAxWOSmwGHfvUEAkQnPAOegQIORAA
932,Pasar Tradisional / Seni Pemalang,Jawa Tengah,Belanja & Budaya,4.8,10865,0,"Kios Dagang, Toilet, Area Parkir, Mushola, Tempat Sampah",2.04416,102.06041,https://www.instagram.com/p/DGCfbLdTLoD/
933,Pasar Tradisional / Seni Batang,Jawa Tengah,Belanja & Budaya,4.1,3219,0,"Kios Dagang, Toilet, Area Parkir, Mushola, Tempat Sampah",0.36966,116.91558,https://www.google.com/imgres?q=Pasar%20Tradisional%20%2F%20Seni%20Batang&imgurl=https%3A%2F%2Fassets-a1.kompasiana.com%2Fitems%2Falbum%2F2023%2F11%2F13%2Fscreenshot-2023-11-13-012545-6551266cedff7679652d6013.png&imgrefurl=https%3A%2F%2Fwww.kompasiana.com%2Fmkhuda16%2F655126aeee794a1dfa4a9212%2Fpasar-batang-di-era-sekarang&docid=B-YKC8kntYtwQM&tbnid=UwG0CUIm4-JHzM&vet=12ahUKEwi47Mjd986VAxUm1TgGHbzkHhwQnPAOegQINxAA..i&w=1366&h=768&hcb=2&ved=2ahUKEwi47Mjd986VAxUm1TgGHbzkHhwQnPAOegQINxAA
934,Pasar Tradisional / Seni Kendal,Jawa Tengah,Belanja & Budaya,4.3,8041,0,"Kios Dagang, Toilet, Area Parkir, Mushola, Tempat Sampah",0.16169,129.75886,https://www.google.com/imgres?q=Pasar%20Tradisional%20%2F%20Seni%20Kendal&imgurl=https%3A%2F%2Fstatic.promediateknologi.id%2Fcrop%2F0x0%3A0x0%2F1200x0%2Fwebp%2Fphoto%2Fp1%2F43%2F2024%2F04%2F20%2FPic-4-2090805581.jpg&imgrefurl=https%3A%2F%2Fwww.jatimnetwork.com%2Fkolom%2F4312466675%2Fpasar-tradisional-di-kabupaten-kendal-ini-memiliki-hal-unik-sekaligus-menegangkan-lokasinya-berada-di-dekat&docid=sMVWdJhwDx9w3M&tbnid=qo_Q9UR60gztDM&vet=12ahUKEwi24ZbI986VAxUyy6ACHaPhE70QnPAOegQIPBAA..i&w=1200&h=801&hcb=2&ved=2ahUKEwi24ZbI986VAxUyy6ACHaPhE70QnPAOegQIPBAA
935,Pasar Tradisional / Seni Demak,Jawa Tengah,Belanja & Budaya,4.9,3060,0,"Kios Dagang, Toilet, Area Parkir, Mushola, Tempat Sampah",-0.57666,112.598,https://www.google.com/imgres?q=Pasar%20Tradisional%20%2F%20Seni%20Demak&imgurl=https%3A%2F%2Fjatengtravelguide.info%2Fimages%2F1649751669.png&imgrefurl=https%3A%2F%2Fjatengtravelguide.info%2Fdetail%2FNgabuburit-di-Pasar-Krempyeng-Demak&docid=YViVztkw2Ur17M&tbnid=JQodBm4CFQ1CAM&vet=12ahUKEwiyoPqq-M6VAxWthGMGHRcmHsEQnPAOegQIQBAA..i&w=448&h=244&hcb=2&ved=2ahUKEwiyoPqq-M6VAxWthGMGHRcmHsEQnPAOegQIQBAA
936,Pasar Tradisional / Seni Jepara,Jawa Tengah,Belanja & Budaya,4.9,6287,0,"Kios Dagang, Toilet, Area Parkir, Mushola, Tempat Sampah",1.0326,125.92629,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQzgv0lD6Yy_UgoukfMvkDpetDE-3qss1NMciRw2xf4BHQd0S5Ksr7HFtU&s=10
937,Pasar Tradisional / Seni Kudus,Jawa Tengah,Belanja & Budaya,4.5,12905,0,"Kios Dagang, Toilet, Area Parkir, Mushola, Tempat Sampah",-6.09674,131.4089,https://assets-a1.kompasiana.com/items/album/2023/03/23/pasar-2bkliwon-2bkudus-2bpusat-2bgrosir-2bpakaian-2b2-1-5b289fe4bde5750e055f27c6-641c7fb24addee23531c4c22.jpg
938,Pasar Tradisional / Seni Pati,Jawa Tengah,Belanja & Budaya,4.6,2619,0,"Kios Dagang, Toilet, Area Parkir, Mushola, Tempat Sampah",2.57045,136.94147,https://regional.espos.id/berkunjung-ke-pasar-gerit-cluwak-surganya-jajanan-tradisional-di-pati-1587806
939,Pasar Tradisional / Seni Rembang,Jawa Tengah,Belanja & Budaya,4.4,9512,0,"Kios Dagang, Toilet, Area Parkir, Mushola, Tempat Sampah",2.46212,107.85497,https://www.google.com/search?q=Pasar+Tradisional+%2F+Seni+Rembang&sca_esv=efcb37deddedd20f&udm=2&biw=638&bih=584&sxsrf=APpeQnv-DXdQ0Qf7NccEYzOcn3RoFsj0GQ%3A1783920979785&ei=U3lUao7IL8_5seMPqZmkiQo&ved=0ahUKEwjOvbrC986VAxXPfGwGHakMKaEQ4dUDCBE&uact=5&oq=Pasar+Tradisional+%2F+Seni+Rembang&gs_lp=Egtnd3Mtd2l6LWltZyIgUGFzYXIgVHJhZGlzaW9uYWwgLyBTZW5pIFJlbWJhbmdI0QtQ-wZY-wZwAXgAkAEAmAGvAaABrwGqAQMwLjG4AQPIAQD4AQH4AQKYAgCgAgCoAgCYAwGSBwCgBwyyBwC4BwDCBwDIBwCACAE&sclient=gws-wiz-img#sv=CAMSURoyKhBlLUZZZWxLb3BVc2dhSl9NMg5GWWVsS29wVXNnYUpfTToOY3BEMHlram5CUGZMU00gBCoXCgFzEhBlLUZZZWxLb3BVc2dhSl9NGAEwARgHINzdipABSggQARgBIAEoAQ
940,Pasar Tradisional / Seni Blora,Jawa Tengah,Belanja & Budaya,4.3,2342,0,"Kios Dagang, Toilet, Area Parkir, Mushola, Tempat Sampah",-7.64903,114.77127,https://www.google.com/search?q=Pasar+Tradisional+%2F+Seni+Blora&sca_esv=efcb37deddedd20f&udm=2&biw=638&bih=584&sxsrf=APpeQnsJh1GIytMj8hs-K1FCVXno7pY7fQ%3A1783920957376&ei=PXlUaqHQFqC1wcsP5vbm0Ag&ved=0ahUKEwjh4uK3986VAxWgWnADHWa7GYoQ4dUDCBE&uact=5&oq=Pasar+Tradisional+%2F+Seni+Blora&gs_lp=Egtnd3Mtd2l6LWltZyIeUGFzYXIgVHJhZGlzaW9uYWwgLyBTZW5pIEJsb3JhSKkGUABYAHAAeACQAQCYAQCgAQCqAQC4AQPIAQD4AQL4AQGYAgCgAgCYAwCSBwCgBwCyBwC4BwDCBwDIBwCACAE&sclient=gws-wiz-img#sv=CAMSURoyKhBlLVl6NDkxQlVFcjZIbFRNMg5ZejQ5MUJVRXI2SGxUTToONjlZcWZ5N3czRUl5R00gBCoXCgFzEhBlLVl6NDkxQlVFcjZIbFRNGAEwARgHIMeE2ucNSggQARgBIAEoAQ
941,Pasar Tradisional / Seni Grobogan,Jawa Tengah,Belanja & Budaya,4.3,14924,0,"Kios Dagang, Toilet, Area Parkir, Mushola, Tempat Sampah",1.9098,104.40147,https://www.google.com/search?q=Pasar+Tradisional+%2F+Seni+Grobogan&sca_esv=efcb37deddedd20f&udm=2&biw=638&bih=584&sxsrf=APpeQntX3uHgUQMmgfqtCDkzEj5VnqJ6iw%3A1783920930497&ei=InlUasL8HbCRseMPlcusiA0&ved=0ahUKEwjClfqq986VAxWwSGwGHZUlC9EQ4dUDCBE&uact=5&oq=Pasar+Tradisional+%2F+Seni+Grobogan&gs_lp=Egtnd3Mtd2l6LWltZyIhUGFzYXIgVHJhZGlzaW9uYWwgLyBTZW5pIEdyb2JvZ2FuSKgTUM0NWM0NcAJ4AJABAJgBpgGgAaYBqgEDMC4xuAEDyAEA-AEB-AECmAIAoAIAqAIAmAMBkgcAoAcMsgcAuAcAwgcAyAcAgAgB&sclient=gws-wiz-img#sv=CAMSURoyKhBlLVJUN29mSEZ5Rm12TFdNMg5SVDdvZkhGeUZtdkxXTToONGhsMFEyOF9RVy01Q00gBCoXCgFzEhBlLVJUN29mSEZ5Rm12TFdNGAEwARgHIMLMzfAHSggQARgBIAEoAQ
942,Pasar Tradisional / Seni Sragen,Jawa Tengah,Belanja & Budaya,4.6,11568,0,"Kios Dagang, Toilet, Area Parkir, Mushola, Tempat Sampah",-6.45356,139.68431,https://www.google.com/search?q=Pasar+Tradisional+%2F+Seni+Sragen&sca_esv=efcb37deddedd20f&udm=2&biw=638&bih=584&sxsrf=APpeQnvpnkQWmRfcgm70YlKPzNj_HKpyxw%3A1783920900021&ei=BHlUapNzrJ6x4w_VyZiJBQ&ved=0ahUKEwiThbac986VAxUsT2wGHdUkJlEQ4dUDCBE&uact=5&oq=Pasar+Tradisional+%2F+Seni+Sragen&gs_lp=Egtnd3Mtd2l6LWltZyIfUGFzYXIgVHJhZGlzaW9uYWwgLyBTZW5pIFNyYWdlbkimIFCGGViGGXABeACQAQCYAXWgAXWqAQMwLjG4AQPIAQD4AQH4AQKYAgCgAgCoAgCYAwGSBwCgBwyyBwC4BwDCBwDIBwCACAE&sclient=gws-wiz-img#sv=CAMSURoyKhBlLVdpSkJiMllURmY5cG9NMg5XaUpCYjJZVEZmOXBvTToOaWl2MmE2dnVkVnVqOU0gBCoXCgFzEhBlLVdpSkJiMllURmY5cG9NGAEwARgHINzmoOcKSggQARgBIAEoAQ
943,Pasar Tradisional / Seni Karanganyar,Jawa Tengah,Belanja & Budaya,4.7,3832,0,"Kios Dagang, Toilet, Area Parkir, Mushola, Tempat Sampah",-3.97857,136.93404,https://www.google.com/search?q=Pasar+Tradisional+%2F+Seni+Karanganyar&sca_esv=efcb37deddedd20f&udm=2&biw=638&bih=584&sxsrf=APpeQntqcgCBRoYzTCmCjUjUhTnTJVz7Yw%3A1783920869517&ei=5XhUatqdH-ihseMPjL7tiA8&ved=0ahUKEwiapPCN986VAxXoUGwGHQxfG_EQ4dUDCBE&uact=5&oq=Pasar+Tradisional+%2F+Seni+Karanganyar&gs_lp=Egtnd3Mtd2l6LWltZyIkUGFzYXIgVHJhZGlzaW9uYWwgLyBTZW5pIEthcmFuZ2FueWFySMsGUABYAHAAeACQAQCYAQCgAQCqAQC4AQPIAQD4AQL4AQGYAgCgAgCYAwCSBwCgBwCyBwC4BwDCBwDIBwCACAE&sclient=gws-wiz-img#sv=CAMSURoyKhBlLXMyQjZFLTZ1aU95dU1NMg5zMkI2RS02dWlPeXVNTToOVHBUSV9NSjNKMGxpVk0gBCoXCgFzEhBlLXMyQjZFLTZ1aU95dU1NGAEwARgHINyJ6LsLSggQARgBIAEoAQ
944,Pasar Tradisional / Seni Wonogiri,Jawa Tengah,Belanja & Budaya,4.7,3824,0,"Kios Dagang, Toilet, Area Parkir, Mushola, Tempat Sampah",0.9221,120.6782,https://www.google.com/search?q=Pasar+Tradisional+%2F+Seni+Wonogiri&sca_esv=efcb37deddedd20f&udm=2&biw=638&bih=584&sxsrf=APpeQnsPdCpy_zUD7s3nHSsjUGBJ-PMlSA%3A1783920847643&ei=z3hUauH0JsSSseMP9-nswAk&ved=0ahUKEwihmLmD986VAxVESWwGHfc0G5gQ4dUDCBE&uact=5&oq=Pasar+Tradisional+%2F+Seni+Wonogiri&gs_lp=Egtnd3Mtd2l6LWltZyIhUGFzYXIgVHJhZGlzaW9uYWwgLyBTZW5pIFdvbm9naXJpSOYHUABYAHAAeACQAQCYAZMBoAGTAaoBAzAuMbgBA8gBAPgBAvgBAZgCAKACAJgDAJIHAKAHDLIHALgHAMIHAMgHAIAIAQ&sclient=gws-wiz-img#sv=CAMSURoyKhBlLVY1ZFdhN2JtaTBvOVVNMg5WNWRXYTdibWkwbzlVTToOSHJtaHFiQzlJd1l0cU0gBCoXCgFzEhBlLVY1ZFdhN2JtaTBvOVVNGAEwARgHIIDH0soPSggQARgBIAEoAQ
945,Pasar Tradisional / Seni Sukoharjo,Jawa Tengah,Belanja & Budaya,4.7,2994,0,"Kios Dagang, Toilet, Area Parkir, Mushola, Tempat Sampah",-6.07088,133.3654,https://www.google.com/search?q=Pasar+Tradisional+%2F+Seni+Sukoharjo&sca_esv=efcb37deddedd20f&udm=2&biw=638&bih=584&sxsrf=APpeQnuW7PD1fZlIcYSPVsaUV0b5geHMbw%3A1783920147953&ei=E3ZUauLmOc2WnesPv8aV2AU&ved=0ahUKEwiivOe19M6VAxVNS2cHHT9jBVsQ4dUDCBE&uact=5&oq=Pasar+Tradisional+%2F+Seni+Sukoharjo&gs_lp=Egtnd3Mtd2l6LWltZyIiUGFzYXIgVHJhZGlzaW9uYWwgLyBTZW5pIFN1a29oYXJqb0iVD1CVB1iVB3ABeACQAQCYAbcDoAG3A6oBAzQtMbgBA8gBAPgBAfgBApgCAKACAKgCAJgDApIHAKAHDLIHALgHAMIHAMgHAIAIAQ&sclient=gws-wiz-img#sv=CAMSURoyKhBlLWlkbl90NkRIWXY2MVZNMg5pZG5fdDZESFl2NjFWTToOWDFRX3ZFSTZCNGNrVk0gBCoXCgFzEhBlLWlkbl90NkRIWXY2MVZNGAEwARgHIIzX9y1KCBABGAEgASgB
